account_name,subaccount_name,subaccount_address,hash,type,status,block,time,volume,fee,sender,alias,receiver,direction,delegate
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,ootKrYHDFgFaR2AQYcdWoJBqNa8r6Boh5EYjS81vwuxUYZ4HffY,transaction,applied,BLXJnd9Vxs3tufknFSZxgyAnw9JGdeLGjbdrcbUafuGvpj7LZz5,2024-01-01T14:21:37Z,0.001564,0.000298,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,AirGap Payouts 2,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,IN,
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,opCg2CsVgEprFxsV82pAtyfM4FN8x55zmx3m2Ew3edkTnWAwEG2,transaction,applied,BM47WX3XhvmuBiJPmLmceVUN6s8SfcpVjoHsCh7aFFoBtAR8CT2,2024-01-02T08:34:59Z,0.001573,0.000298,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,AirGap Payouts 2,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,IN,
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,ooumghJwm6m9qqzuVf4xE7J3xL2qSHBmCJRbgeJNXJDb185RE5a,transaction,applied,BMD1EdNvDSECLxReyYp7bDEUT2ywKrk2ioYC6yaHyEMhNh8D2bG,2024-01-03T13:07:20Z,0.001613,0.000298,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,AirGap Payouts 2,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,IN,
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,op7iWYmwf6wkZ6JxNzEnkNykSy2TBQJ2tidhtTxLS3t5aXPzeqr,transaction,applied,BLZ7tPzvvk1x6YQpXGn4wej24vctFyNHke3ov1uU2RSw7XCcvbk,2024-01-08T13:01:24Z,0.001718,0.000298,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,AirGap Payouts 2,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,IN,
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,op555RoY1G6LtSMPSvDSwSEYgSB4wZGsDkekZmmMcnJ79Hipizm,transaction,applied,BLa9DWuaExKy3vQ253kNabCQzbLxZY54AtbkFGQARBW6ST3eXcq,2024-01-09T08:42:09Z,0.001582,0.000298,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,AirGap Payouts 2,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,IN,
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,onpYHsLuqe8H8u7t6JMSGswKi6hncZ7LQEdWF3QnCmn5jfSbH9m,transaction,applied,BLs81Ado5DpP2BTWLKnVoMoqhvbAQv3jM19bhVBkUArXSCiWxvy,2024-01-11T17:07:25Z,0.001619,0.000298,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,AirGap Payouts 2,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,IN,
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,oocSUffF8KgGg8uHViZJNYDna57qTUQWPYA2K1YfcurdLL7xCQA,transaction,applied,BLCn3tajHgHtp8RCCfuXZKuh8TGcwXutdzYBcCrDQNcNNehZpRJ,2024-01-14T14:09:18Z,0.001510,0.000298,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,AirGap Payouts 2,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,IN,
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,ooyqRHSmtmPWNvAma5TLxjdVMgAQKL9FgP8QVk4aVhCjS7oxyzF,transaction,applied,BMS6Uy5FmFNRccatfqgEUafK49D9PJWYhnwudnYqpdnjzdNHn7y,2024-01-17T11:39:15Z,0.001641,0.000298,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,AirGap Payouts 2,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,IN,
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,oojKyeigsP9iJyZqH6HfiC5yV2zCpzzUxy39Dm1zsdFBck4X7LD,delegation,applied,BMVErzMQpaxhdEKVX9fvB9P5B2Wjk2SHWaFnLHJwhDRz2VfYpmX,2024-01-18T11:13:16Z,4.542875,0.005500,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,,,OUT,
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,ooZivtUTyr7rc4a5AqVi9brJXbZzxGoNZv6V86jNZcYe3g7BgpX,transaction,applied,BL1jeKpJgvX3JqeTm2cLFrEZ1oFSGu4gmrBALMWVw4YvQupWgUN,2024-01-20T08:48:11Z,0.001743,0.000298,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,AirGap Payouts 2,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,IN,
ledger,nano:x-1:staking-1,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,opC5fo6AWvpLUhGv9x9pfpYC3uickYFr74Yg6XARwLt4ABJeguw,transaction,applied,BMVWP2S91ikKkYGhn84Sq3piDeT258Xu16xj3SBg5D1WLsfHann,2024-01-23T05:46:40Z,0.001655,0.000298,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,AirGap Payouts 2,tz1S1ayWDiHzmL6zFNnY1ivvUkEgDcH88cjx,IN,
