account_name,subaccount_name,subaccount_address,hash,type,status,block,time,volume,fee,sender,alias,receiver,direction,delegate
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ood4JaWMq41LLX5YKZnHWxopfJeUpfF1SmMDQV6v3vQdHbn3aRr,transaction,applied,BLBmt8GPLEXHzYrVLMT6fm4Y3WgVdHvBMvpxHuCRNQnmbVS19u2,2024-01-01T22:06:34Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,opW5RfAm22bHgast9RyPq8WEe4VoWxV66tiyLSTF4p84VBwmEAj,transaction,applied,BLNpMyQFwXRRuTRasasQeuobHtTZAc56A7anDLqDrwtLb6qvcRi,2024-01-03T13:13:43Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ooXgQLQwXQRBDLSfGmwDYZmDafcNgnT9Hu2v2KKgZLQG6Y4zTB8,transaction,applied,BMVvTBT1zYdxTCrPxMxeATfFYyAKuw81SCGTgPhKWovMoJY2YRj,2024-01-05T07:37:13Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,opPtrvKZmuSp93n2969X2rA9fdt3KBSpDodVAyetuYKD6VrBvEE,transaction,applied,BLtvxrkLWNgx9gxRoWNmsTj5S7oLqWpb96sR2bJkERRUt7JTGVC,2024-01-05T20:43:00Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,opK6BG9a2M87wXLJ6cuyDmoS8AL2zEdGwjKHpPaY27sYKxBCNKP,transaction,applied,BKiMFHbwVSCyPpmQmncwBVp2pgR4TECdkWu36zeZE3ngJKgJ8jf,2024-01-06T11:36:53Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ooW6EM2uFQqCd4a3RUz8enezAngB3VDPXz9DPMwVXzfsod6Ua6F,transaction,applied,BLvKwih3igLdAJLekaFXK8GHnCUwKxEB1FQE5tZdg62UNNEV38G,2024-01-07T08:07:15Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,oo8h46kDGmmLggyPF696tHujAs4kUW3SjGYTUGvcfF9TgAq6ME5,transaction,applied,BMDMJb2LyG5E3g61b9oEuyD92CLvgEzGyMneceQ2qnzvq6EZdVF,2024-01-08T08:51:52Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ooQJjJJcc5tJCvJvFszCLjxH82zvNSy2rQ8KB5ccTKVggrkkKVz,transaction,applied,BLTNXmxdxXNE7ZAcCdiXvPC8FRtGSdwfmV5qdozKonoSUYgdtmC,2024-01-09T10:31:27Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ookKxS1wrdduJ2xHnVfekz8m3dL8QZYzZQLPvLQnNHvT4qTkCse,transaction,applied,BMM9w8ZeLkq2cXPi3bBtKxXkcskE8sS6nXe8hQRFjLS2XiKHgAT,2024-01-10T08:17:17Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,onz7s7HYG65FA18tV8kjzbBgxRWSdnU79CUrX5ZN6nQ9YjBr6Fc,transaction,applied,BKvGkCKxQXSXnxhtvBib3UkHJBbr4nYZJZBnPAzabcnHVrikLC6,2024-01-10T10:20:40Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,opP9pRtW68xY4WEHJiQ9iM7kB5fYEi93vmQMcNqdi5Mgz5vEzh7,transaction,applied,BMcFQ568bRaVwTvtSUjbCBx1xtVPzpcPyfkDvDVwJXVzF7VPBhs,2024-01-10T11:19:11Z,5000.000000,0.000372,tz1fqgjZpbWj4RZV5e5KTLHtE5uPxTvAFNZJ,,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,IN,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,oopVpv4oTfn4ikVYKK44Wv3hb7mfCZ7QuKLu8ZYskSwgiUi9SKE,transaction,applied,BLJgY5JMcS55KrASQkCWvAZPQFDjtNvyp3SkuFkbDsEzF7Wre18,2024-01-10T19:49:53Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,onshx2ja8mdHpTHkkTzwJwt22BeM7pEKsQBStPQaQvPKabq9yRC,transaction,applied,BLaAMFRBQaR6PrrnCd7KqTn5HVLCuFEBgVyE91q9kJbeuCxf9Ms,2024-01-11T23:17:26Z,400.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,opDNmDFduZjh8wBqtWGjFM2aS3ARb8AgAnirRCp5uh6Md2E5qNN,transaction,applied,BM4PQKEmeieGjouhbQGnMyUm7YF1n8TtWXHWXvNJNNq1QB8VFRp,2024-01-13T16:10:09Z,700.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1iSZsQn7ibw2kB9ZzA9UhQFZ9MKC38qpQd,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ooo9NsxLDYA563fFdA2bGthZw1eaFkLEjAgjewPrkWbLkCcGHzS,transaction,applied,BLKNzgLye6xUVkCsyoXVXewab2oMrz9meMYEJKR5XRwUPTCPP9X,2024-01-13T16:52:24Z,400.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,op25wXKAFtyXJkGbFvCuTCXZBoucVN8kEUTdnTi45Xe67R68i1t,transaction,applied,BM9s3wqH7zS7QvYrGyzBsvFe53hmDnFFMfY59NpyPSJQowAjsGi,2024-01-19T07:47:39Z,300.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ooSa19xs1aidUEstAS9AiKeXUCdqDGdMRZJKjppgGVUwHnJYsZS,transaction,applied,BMSA4VWJYcu6PHUW934y2ejEFaxvkiifj8irX9ozVZ2ZosLkbt2,2024-01-19T17:25:45Z,400.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,opReo8vjnXKyzDUbSYuBUpjz1M7yrNShrt5grGCdasVoZtZHQ3Y,transaction,applied,BMDcLCwfBjc3CvX5enmQ4oLq63DFXGKys6McPtGRojaBhuBoK76,2024-01-21T18:38:03Z,750.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1iSZsQn7ibw2kB9ZzA9UhQFZ9MKC38qpQd,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ooB72DqZRTMycbjZnCzCc4DjGTFyYB2NU1E4jxg122SXcnxPhB5,transaction,applied,BKsiATs3mq6uExD2F42jKfxhK4dniKNbcihhnzsCciAmvmewMzG,2024-01-24T11:11:10Z,300.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,oo24HQePFSZdgRomHbpLDncyheG3STpoPuhJ4mq35bbsxVs87zX,transaction,applied,BLpGkzMnHARBmqQcjqCu8nXmPc2EpXtT5YNYVQ2VPzJRcSmWEVR,2024-01-25T17:18:38Z,200.000000,0.000419,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,op2Vv1sdGYEeNbbYQ4CtGMUzZLbmKYxHG2kn4D3X6d1ncbSJpNQ,transaction,applied,BM47X8s5CFqGmCae136FeDuf6FA2Dm9kYo9Cd1rGBZB5KHiy3hP,2024-01-26T08:49:00Z,300.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ooSW4L1cUsVtWWMPZEKCSeequSNHZiDAN7TifvCzP1necvpKZUf,transaction,applied,BLwnDUsL8qM5YSPPo9bz5M1EEgh6avEKfyA5Wwwx84gRPa8ApCK,2024-01-26T11:21:16Z,400.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,onzTBRdASQRKshxg8MDrVx4fLEia1GD11BZRoZjz34UxVmN6vo3,transaction,applied,BLdNzKgUjxJHdGLBrpAPdFGoarszshsFCiwtgTtztugnvFrmBsa,2024-01-26T11:22:16Z,750.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1iSZsQn7ibw2kB9ZzA9UhQFZ9MKC38qpQd,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,opSs2QQMMi2EtdWybxWn7RUPacYmtXunbozLn1h84VPW7X6QNHj,transaction,applied,BKkZduCsqqxEff62jFbUTCYL37V5WyzXjPRj5S3RR6X8tNjKWdP,2024-01-26T13:30:32Z,1100.000000,0.000372,tz1fqgjZpbWj4RZV5e5KTLHtE5uPxTvAFNZJ,,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,IN,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,opAa5GCBLeyY53apKnT3SEakKL7aPebxAwBXbikd7QCa1raK4iy,transaction,applied,BMbhhVoTLqkcQ5iait8gk7inkfZSA5gQ3j9TrbXM1muvd14Dimo,2024-01-26T15:31:03Z,500.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ooeqvcU4LWQqxfadBFk5XuFf9ua6fzAvCmkNmcfBCgMoVmXoaDG,transaction,applied,BMcR6arLF3iJXygot5zAd6tLGPHPMRvuHBsTY3twX2kXd4V9kW9,2024-01-26T17:13:20Z,0.100000,0.000422,tz1cxeAX7WMRayrcTUg4rqEuZsBsDquM7xmc,,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,IN,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,opU2uPywpmrch7Szr5gESrDw92yNtcaBJoUT6EPxbWUCAhvDE2m,transaction,applied,BLonLWgg5VUpwQNPBmGxFSMpjVMCZqdR7bo3rSWQ3mdZMKNEZBv,2024-01-26T17:23:20Z,0.000000,0.017450,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,KT1UG6PdaKoJcc3yD6mkFVfxnS1uJeW3cGeX,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,oo377s952chZJdFdWFP7wFytdxFS7Mf214qTNDWVHV1FEGQHCmr,transaction,applied,BKzgLjs2R27npqsDyvmYEjMm4MqeeHdWYzjMxRFfQXib386NoHL,2024-01-26T17:26:05Z,0.100000,0.000422,tz1cxeAX7WMRayrcTUg4rqEuZsBsDquM7xmc,,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,IN,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,oomkpF7RbAvERd59Wx5p9XQ1Xs2vwXDsZiVjUppE1BqrXUrwsZ9,transaction,applied,BMCEUfAtvb9ksmUS8JkucVStzwysEfLCiAECiPm8i8mqHRctucQ,2024-01-26T18:08:50Z,0.000000,0.001003,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,KT1UG6PdaKoJcc3yD6mkFVfxnS1uJeW3cGeX,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,oow1nVtzkBApU1BVnv8b5XA4RsZm8dkfrbUcFnxGdookua5CtTn,transaction,applied,BLukQvDsRpEyybsLCiYD36Jo2eGbx9j73cqs7vBJxacyea1KK8W,2024-01-26T18:26:35Z,300.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1Yu7gLEaoB53rEzzvAoGvw5NodgxtrERcV,OUT,
ledger,nano:x-1:fun-1,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,ooWV1p51sNQFehU226hfgsiDx2Gc98H7HpxovHodRPMdWY8zL5G,transaction,applied,BLHHc2yabsALe7ZXVVoaohci1ZgrCcaxqxBu2fLy4i4ttBLm6f2,2024-01-26T18:27:50Z,400.000000,0.000420,tz1b5qZarKoNC8X4x5cknkptN3n7XfGcxY6r,,tz1iSZsQn7ibw2kB9ZzA9UhQFZ9MKC38qpQd,OUT,
